network,attr,method,lam,nodes (n),clusters (k),groups (h),Q_FNMTF,B_FNMTF
DrugNet,Ethnicity,FairNMF,1.1,193,6,3,0.6198884550532903,0.07370564605884093
DrugNet,Ethnicity,FairNMF,1.2,193,6,3,0.6271898634535996,0.04560077790905074
DrugNet,Ethnicity,FairNMF,1.3,193,6,3,0.6204944831318456,0.0640240832657857
DrugNet,Ethnicity,FairNMF,1.4,193,6,3,0.6196178668706142,0.04856954424214812
DrugNet,Ethnicity,FairNMF,1.5,193,6,3,0.6062539414187765,0.060852216484719585
DrugNet,Ethnicity,FairNMF,1.6,193,6,3,0.6347819864303381,0.039782774413330814
DrugNet,Ethnicity,FairNMF,1.7,193,6,3,0.6325993908411491,0.049359719645650675
DrugNet,Ethnicity,FairNMF,1.8,193,6,3,0.6320090166244012,0.03363083151353585
DrugNet,Ethnicity,FairNMF,1.9,193,6,3,0.6319777089007858,0.045564869152299625
DrugNet,Ethnicity,FairNMF,2,193,6,3,0.6288871893267498,0.04294921349897801
DrugNet,Ethnicity,FairNMF,2.2,193,6,3,0.6220643418445616,0.04009012108362783
DrugNet,Ethnicity,FairNMF,2.4,193,6,3,0.6178758156780135,0.05000935087485738
DrugNet,Ethnicity,FairNMF,2.5,193,6,3,0.6280597709169137,0.03909655601082273
DrugNet,Ethnicity,FairNMF,2.6,193,6,3,0.6295468877886461,0.051927583067968186
DrugNet,Ethnicity,FairNMF,2.8,193,6,3,0.6302535478359654,0.04083447192407783
DrugNet,Ethnicity,FairNMF,3,193,6,3,0.620398323695027,0.04144578816146636
DrugNet,Ethnicity,FairNMF,3.33,193,6,3,0.6366962301028235,0.04236000187370992
DrugNet,Ethnicity,FairNMF,3.66,193,6,3,0.6304525755075205,0.062453133292919794
DrugNet,Ethnicity,FairNMF,4,193,6,3,0.6293590414469535,0.07369288631486652
DrugNet,Ethnicity,FairNMF,4.33,193,6,3,0.5997508799706601,0.07089653707592455
DrugNet,Ethnicity,FairNMF,4.66,193,6,3,0.6402340028713654,0.07780533840677327
DrugNet,Ethnicity,FairNMF,5,193,6,3,0.6393976393976394,0.042084077571383195
DrugNet,Ethnicity,FairNMF,5.33,193,6,3,0.6300120311109323,0.08864850261691541
DrugNet,Ethnicity,FairNMF,5.66,193,6,3,0.6108695943860778,0.04959127151598055
DrugNet,Ethnicity,FairNMF,6,193,6,3,0.6341849034156727,0.04510683967297235
DrugNet,Ethnicity,FairNMF,6.5,193,6,3,0.6215142204153193,0.05474674143881303
DrugNet,Ethnicity,FairNMF,7,193,6,3,0.6385210231364077,0.04509060948508987
DrugNet,Ethnicity,FairNMF,7.5,193,6,3,0.6147785873060598,0.05612482427588352
DrugNet,Ethnicity,FairNMF,8,193,6,3,0.5988809725073462,0.04246517065204222
DrugNet,Ethnicity,FairNMF,8.5,193,6,3,0.6086646361371636,0.10580229505081507
DrugNet,Ethnicity,FairNMF,9,193,6,3,0.6184594810968438,0.04732416545450874
DrugNet,Ethnicity,FairNMF,10,193,6,3,0.6393260788865184,0.04166622755968611
DrugNet,Ethnicity,FairNMF,15,193,6,3,0.6052744569228086,0.05888954753218889
DrugNet,Ethnicity,FairNMF,20,193,6,3,0.6222834959098695,0.04620158002802444
DrugNet,Ethnicity,FairNMF,30,193,6,3,0.6205392084512963,0.043305844583850395
DrugNet,Ethnicity,FairNMF,40,193,6,3,0.6133809210732287,0.044525605657898724
DrugNet,Ethnicity,FairNMF,50,193,6,3,0.6089016803302517,0.03089931959174198
DrugNet,Ethnicity,FairNMF,60,193,6,3,0.6267001212056157,0.029228397304859877
DrugNet,Ethnicity,FairNMF,70,193,6,3,0.6290638543385796,0.0429327636073199
DrugNet,Ethnicity,FairNMF,80,193,6,3,0.6388139739788091,0.045076575182344876
DrugNet,Ethnicity,FairNMF,90,193,6,3,0.6187904484607781,0.04745733579445618
DrugNet,Ethnicity,FairNMF,100,193,6,3,0.6045789782053518,0.055308970148246955
DrugNet,Ethnicity,FairNMF,0,193,7,3,0.6203737247693292,0.05734406615146734
DrugNet,Ethnicity,FairNMF,0.0001,193,7,3,0.6174039635578096,0.06513474021586348
DrugNet,Ethnicity,FairNMF,0.0005,193,7,3,0.6430874782523134,0.041927305119005887
DrugNet,Ethnicity,FairNMF,0.00075,193,7,3,0.6520213608125696,0.0553891133726895
DrugNet,Ethnicity,FairNMF,0.001,193,7,3,0.6316825217924119,0.05991021051590697
DrugNet,Ethnicity,FairNMF,0.0025,193,7,3,0.6294574371497449,0.03712727486724047
DrugNet,Ethnicity,FairNMF,0.005,193,7,3,0.6436890337989238,0.043150505755423
DrugNet,Ethnicity,FairNMF,0.0075,193,7,3,0.6406633659380913,0.03664315453447664
DrugNet,Ethnicity,FairNMF,0.01,193,7,3,0.6286121286121286,0.03781839453338528
DrugNet,Ethnicity,FairNMF,0.025,193,7,3,0.6348848546650746,0.05862715497232281
DrugNet,Ethnicity,FairNMF,0.05,193,7,3,0.6375415386404398,0.047793558848026475
DrugNet,Ethnicity,FairNMF,0.075,193,7,3,0.6450777549678649,0.06577619558137604
DrugNet,Ethnicity,FairNMF,0.1,193,7,3,0.6351532065817781,0.07420810473355464
DrugNet,Ethnicity,FairNMF,0.2,193,7,3,0.6315192743764172,0.04669782780618222
DrugNet,Ethnicity,FairNMF,0.3,193,7,3,0.6449637054032659,0.027276149530212356
DrugNet,Ethnicity,FairNMF,0.4,193,7,3,0.6435302589148743,0.06796365657642102
DrugNet,Ethnicity,FairNMF,0.5,193,7,3,0.6452566562456671,0.030670612078963877
DrugNet,Ethnicity,FairNMF,0.6,193,7,3,0.619342806155993,0.07782807641417235
DrugNet,Ethnicity,FairNMF,0.7,193,7,3,0.6262059064256866,0.04796382507610025
DrugNet,Ethnicity,FairNMF,0.8,193,7,3,0.6445119796768148,0.04514841604470663
DrugNet,Ethnicity,FairNMF,0.9,193,7,3,0.6464195145513826,0.07186320344165649
DrugNet,Ethnicity,FairNMF,1,193,7,3,0.6432596707321981,0.045595317181392814
DrugNet,Ethnicity,FairNMF,1.1,193,7,3,0.6354081409026464,0.04699854892306137
DrugNet,Ethnicity,FairNMF,1.2,193,7,3,0.6283348316315349,0.039072335618231153
DrugNet,Ethnicity,FairNMF,1.3,193,7,3,0.6562456672346783,0.06849844133656975
DrugNet,Ethnicity,FairNMF,1.4,193,7,3,0.6372933131174889,0.08316116921867461
DrugNet,Ethnicity,FairNMF,1.5,193,7,3,0.6585110046648509,0.0355955240092868
DrugNet,Ethnicity,FairNMF,1.6,193,7,3,0.6637774110301583,0.047266222309490645
DrugNet,Ethnicity,FairNMF,1.7,193,7,3,0.6369958897431425,0.03553407943769949
DrugNet,Ethnicity,FairNMF,1.8,193,7,3,0.6504000679824856,0.04355327834818554
DrugNet,Ethnicity,FairNMF,1.9,193,7,3,0.6388341003725618,0.059634041556197816
DrugNet,Ethnicity,FairNMF,2,193,7,3,0.6400953543810687,0.0751963677496812
DrugNet,Ethnicity,FairNMF,2.2,193,7,3,0.6444739631552818,0.04480583148587127
DrugNet,Ethnicity,FairNMF,2.4,193,7,3,0.6505185900790296,0.06663239638069952
DrugNet,Ethnicity,FairNMF,2.5,193,7,3,0.6429152857724286,0.04532755172684911
DrugNet,Ethnicity,FairNMF,2.6,193,7,3,0.6563261728096893,0.02781675418389516
DrugNet,Ethnicity,FairNMF,2.8,193,7,3,0.6392970074288756,0.040787900462577374
DrugNet,Ethnicity,FairNMF,3,193,7,3,0.6346992445893544,0.0376968846703668
DrugNet,Ethnicity,FairNMF,3.33,193,7,3,0.6456882555783654,0.038398376414462754
DrugNet,Ethnicity,FairNMF,3.66,193,7,3,0.641396861177081,0.058556726848356555
DrugNet,Ethnicity,FairNMF,4,193,7,3,0.6421035212244004,0.05780748779113226
DrugNet,Ethnicity,FairNMF,4.33,193,7,3,0.6402742556588711,0.04838030129031549
DrugNet,Ethnicity,FairNMF,4.66,193,7,3,0.6443040069413696,0.04660732365005479
DrugNet,Ethnicity,FairNMF,5,193,7,3,0.64829126917039,0.05266847621063353
DrugNet,Ethnicity,FairNMF,5.33,193,7,3,0.6445432874004303,0.04986273546281406
DrugNet,Ethnicity,FairNMF,5.66,193,7,3,0.6364077517923672,0.038208427795527744
DrugNet,Ethnicity,FairNMF,6,193,7,3,0.641624960306279,0.0331990698569441
DrugNet,Ethnicity,FairNMF,6.5,193,7,3,0.6436286546176656,0.034438640644297795
DrugNet,Ethnicity,FairNMF,7,193,7,3,0.63813414912316,0.04759181241213528
DrugNet,Ethnicity,FairNMF,7.5,193,7,3,0.6445611775282105,0.03214919402422274
DrugNet,Ethnicity,FairNMF,8,193,7,3,0.6561338539360517,0.06609825566237482
DrugNet,Ethnicity,FairNMF,8.5,193,7,3,0.635828558905482,0.05575533997872786
DrugNet,Ethnicity,FairNMF,9,193,7,3,0.6399097443053487,0.033552341338098285
DrugNet,Ethnicity,FairNMF,10,193,7,3,0.6370294337327304,0.049781492667474024
DrugNet,Ethnicity,FairNMF,15,193,7,3,0.6557179084651612,0.0381182436497724
DrugNet,Ethnicity,FairNMF,20,193,7,3,0.6351733329755308,0.025918235697083986
DrugNet,Ethnicity,FairNMF,30,193,7,3,0.6451023538935627,0.03711932170282355
DrugNet,Ethnicity,FairNMF,40,193,7,3,0.6586138728995872,0.029462523161803016
DrugNet,Ethnicity,FairNMF,50,193,7,3,0.6634330260703887,0.03046729053633183
DrugNet,Ethnicity,FairNMF,60,193,7,3,0.6356742565533774,0.028506999373955927
DrugNet,Ethnicity,FairNMF,70,193,7,3,0.6568270963875359,0.025637877154892953
DrugNet,Ethnicity,FairNMF,80,193,7,3,0.6555255895915236,0.070138667327549
DrugNet,Ethnicity,FairNMF,90,193,7,3,0.6392008479920568,0.03988063666993193
DrugNet,Ethnicity,FairNMF,100,193,7,3,0.6386306001690617,0.027942316972740952
DrugNet,Ethnicity,FairNMF,0,193,8,3,0.6313828621520929,0.049366793938257186
DrugNet,Ethnicity,FairNMF,0.0001,193,8,3,0.6520638498660477,0.031083033408665098
DrugNet,Ethnicity,FairNMF,0.0005,193,8,3,0.632067159539687,0.04608778868148148
DrugNet,Ethnicity,FairNMF,0.00075,193,8,3,0.6527570923175319,0.034503337366839075
DrugNet,Ethnicity,FairNMF,0.001,193,8,3,0.6615411450576285,0.02832742897103188
DrugNet,Ethnicity,FairNMF,0.0025,193,8,3,0.6325278303300282,0.07912986718668372
DrugNet,Ethnicity,FairNMF,0.005,193,8,3,0.6429913188154947,0.03845035415747642
DrugNet,Ethnicity,FairNMF,0.0075,193,8,3,0.6570373053889539,0.057338503973629884
DrugNet,Ethnicity,FairNMF,0.01,193,8,3,0.6439126603961768,0.04560016896579392
DrugNet,Ethnicity,FairNMF,0.025,193,8,3,0.6456502390568325,0.036271501034097604
DrugNet,Ethnicity,FairNMF,0.05,193,8,3,0.672856650878629,0.03380454871206059
DrugNet,Ethnicity,FairNMF,0.075,193,8,3,0.6527503835196143,0.03443831309501525
DrugNet,Ethnicity,FairNMF,0.1,193,8,3,0.6655910227338798,0.048339781908543274
DrugNet,Ethnicity,FairNMF,0.2,193,8,3,0.6514153327340141,0.05323836951296399
DrugNet,Ethnicity,FairNMF,0.3,193,8,3,0.6518648221944926,0.03156561580826884
DrugNet,Ethnicity,FairNMF,0.4,193,8,3,0.6577819819578061,0.030649533131325537
DrugNet,Ethnicity,FairNMF,0.5,193,8,3,0.6472268065674659,0.024137454783993678
DrugNet,Ethnicity,FairNMF,0.6,193,8,3,0.6508517937089365,0.05225510667109018
DrugNet,Ethnicity,FairNMF,0.7,193,8,3,0.6623953986591349,0.04559406841750191
DrugNet,Ethnicity,FairNMF,0.8,193,8,3,0.6421079937563454,0.03037737908410983
DrugNet,Ethnicity,FairNMF,0.9,193,8,3,0.6562188320430079,0.032265029944135167
DrugNet,Ethnicity,FairNMF,1,193,8,3,0.6660651111200561,0.03179154664447822
DrugNet,Ethnicity,FairNMF,1.1,193,8,3,0.6343884036191728,0.05832775359112788
DrugNet,Ethnicity,FairNMF,1.2,193,8,3,0.6449234526157602,0.04039299360328436
DrugNet,Ethnicity,FairNMF,1.3,193,8,3,0.6629678827481025,0.02784753169055441
DrugNet,Ethnicity,FairNMF,1.4,193,8,3,0.6484276813947144,0.036645586513927964
DrugNet,Ethnicity,FairNMF,1.5,193,8,3,0.6493512592413692,0.06699342774634394
DrugNet,Ethnicity,FairNMF,1.6,193,8,3,0.6654993358290061,0.054460898354547295
DrugNet,Ethnicity,FairNMF,1.7,193,8,3,0.6495413418490341,0.029942615587479283
DrugNet,Ethnicity,FairNMF,1.8,193,8,3,0.6396279747928099,0.06175648400743609
DrugNet,Ethnicity,FairNMF,1.9,193,8,3,0.634672409397684,0.060985298207610006
DrugNet,Ethnicity,FairNMF,2,193,8,3,0.6576656961272346,0.03325618363620666
DrugNet,Ethnicity,FairNMF,2.2,193,8,3,0.6496934079351661,0.062166715067677535
DrugNet,Ethnicity,FairNMF,2.4,193,8,3,0.6553824685692818,0.04132861514127004
DrugNet,Ethnicity,FairNMF,2.5,193,8,3,0.6664564576652489,0.06623331749187493
DrugNet,Ethnicity,FairNMF,2.6,193,8,3,0.6562792112242662,0.047383849701919944
DrugNet,Ethnicity,FairNMF,2.8,193,8,3,0.6610558753415896,0.029135972361269514
DrugNet,Ethnicity,FairNMF,3,193,8,3,0.6535755656634777,0.049153274876589194
DrugNet,Ethnicity,FairNMF,3.33,193,8,3,0.6572229154646737,0.02858711000294964
DrugNet,Ethnicity,FairNMF,3.66,193,8,3,0.6495189791893089,0.027193431766832796
DrugNet,Ethnicity,FairNMF,4,193,8,3,0.6589448402635215,0.04250070806260838
DrugNet,Ethnicity,FairNMF,4.33,193,8,3,0.6691556306940921,0.02715688812130236
DrugNet,Ethnicity,FairNMF,4.66,193,8,3,0.6517395913000309,0.04479648406718994
DrugNet,Ethnicity,FairNMF,5,193,8,3,0.6745942295392845,0.055659137447971234
DrugNet,Ethnicity,FairNMF,5.33,193,8,3,0.6568136787917008,0.06543412350874817
DrugNet,Ethnicity,FairNMF,5.66,193,8,3,0.648253252648857,0.0637881263364695
DrugNet,Ethnicity,FairNMF,6,193,8,3,0.6532803785551039,0.03425776940469961
DrugNet,Ethnicity,FairNMF,6.5,193,8,3,0.6495189791893089,0.03253951743231733
DrugNet,Ethnicity,FairNMF,7,193,8,3,0.6643230599274556,0.05874871979525793
DrugNet,Ethnicity,FairNMF,7.5,193,8,3,0.657135701091745,0.02747427298106034
DrugNet,Ethnicity,FairNMF,8,193,8,3,0.6493154789858085,0.034687651815619405
DrugNet,Ethnicity,FairNMF,8.5,193,8,3,0.6449256888817329,0.028549984950767493
DrugNet,Ethnicity,FairNMF,9,193,8,3,0.642257823576505,0.03785278028440228
DrugNet,Ethnicity,FairNMF,10,193,8,3,0.6592444999038406,0.03518281064958456
DrugNet,Ethnicity,FairNMF,15,193,8,3,0.6491142150482809,0.03438905495687444
DrugNet,Ethnicity,FairNMF,20,193,8,3,0.6342944804483267,0.03578254397507896
DrugNet,Ethnicity,FairNMF,30,193,8,3,0.6594099835858077,0.028151069138032687
DrugNet,Ethnicity,FairNMF,40,193,8,3,0.6410256410256411,0.031927463148048
DrugNet,Ethnicity,FairNMF,50,193,8,3,0.6344241838747333,0.07629090021980443
DrugNet,Ethnicity,FairNMF,60,193,8,3,0.6417032296153176,0.032830028457642095
DrugNet,Ethnicity,FairNMF,70,193,8,3,0.6590678348920106,0.06191318044396101
DrugNet,Ethnicity,FairNMF,80,193,8,3,0.6368728951146534,0.04703628305698082
DrugNet,Ethnicity,FairNMF,90,193,8,3,0.6711436711436711,0.05845790864624947
DrugNet,Ethnicity,FairNMF,100,193,8,3,0.6501965677789854,0.026835388302140484
DrugNet,Ethnicity,FairNMF,0,193,9,3,0.6547920943525339,0.03937204014140667
DrugNet,Ethnicity,FairNMF,0.0001,193,9,3,0.6713270449534186,0.03768944677114911
DrugNet,Ethnicity,FairNMF,0.0005,193,9,3,0.6678026897807118,0.04679132391555768
DrugNet,Ethnicity,FairNMF,0.00075,193,9,3,0.6436040556919678,0.06209118677274581
DrugNet,Ethnicity,FairNMF,0.001,193,9,3,0.6400036674761949,0.08391222349864784
DrugNet,Ethnicity,FairNMF,0.0025,193,9,3,0.6707836323220938,0.024017037095340286
DrugNet,Ethnicity,FairNMF,0.005,193,9,3,0.6655373523505392,0.050291008048069345
DrugNet,Ethnicity,FairNMF,0.0075,193,9,3,0.6562971013520463,0.04996457171098603
DrugNet,Ethnicity,FairNMF,0.01,193,9,3,0.6612347766193919,0.042966104202698786
DrugNet,Ethnicity,FairNMF,0.025,193,9,3,0.6605437704338804,0.02801275943269485
DrugNet,Ethnicity,FairNMF,0.05,193,9,3,0.6764190225728687,0.0362360230026346
DrugNet,Ethnicity,FairNMF,0.075,193,9,3,0.6740060915885092,0.025966911749714956
DrugNet,Ethnicity,FairNMF,0.1,193,9,3,0.6692428450670208,0.022469069759791255
DrugNet,Ethnicity,FairNMF,0.2,193,9,3,0.6674829037466402,0.0487143782259769
DrugNet,Ethnicity,FairNMF,0.3,193,9,3,0.6767499899368031,0.018975502007005148
DrugNet,Ethnicity,FairNMF,0.4,193,9,3,0.6681537835383989,0.04856947271140721
DrugNet,Ethnicity,FairNMF,0.5,193,9,3,0.6520280696104872,0.02784264952001786
DrugNet,Ethnicity,FairNMF,0.6,193,9,3,0.6680173713140746,0.029350616394223834
DrugNet,Ethnicity,FairNMF,0.7,193,9,3,0.6664117323457983,0.02973024718160538
DrugNet,Ethnicity,FairNMF,0.8,193,9,3,0.6796884434247072,0.032152408165902584
DrugNet,Ethnicity,FairNMF,0.9,193,9,3,0.663037206993251,0.05151332201056414
DrugNet,Ethnicity,FairNMF,1,193,9,3,0.648886115919083,0.02343484034376628
DrugNet,Ethnicity,FairNMF,1.1,193,9,3,0.6610558753415897,0.02954476734465375
DrugNet,Ethnicity,FairNMF,1.2,193,9,3,0.6536113459190384,0.04109613342681112
DrugNet,Ethnicity,FairNMF,1.3,193,9,3,0.6722931118535516,0.03721457625939425
DrugNet,Ethnicity,FairNMF,1.4,193,9,3,0.6750616091275431,0.023604276346302328
DrugNet,Ethnicity,FairNMF,1.5,193,9,3,0.6840491620711401,0.014820042125790947
DrugNet,Ethnicity,FairNMF,1.6,193,9,3,0.6691399768322844,0.047565106270768924
DrugNet,Ethnicity,FairNMF,1.7,193,9,3,0.6675567005237335,0.03521659019775413
DrugNet,Ethnicity,FairNMF,1.8,193,9,3,0.6761819783797804,0.029490748766656444
DrugNet,Ethnicity,FairNMF,1.9,193,9,3,0.6684623882426081,0.027586652050328345
DrugNet,Ethnicity,FairNMF,2,193,9,3,0.6496084298282101,0.04295489745809624
DrugNet,Ethnicity,FairNMF,2.2,193,9,3,0.6699226699226699,0.04698376492137887
DrugNet,Ethnicity,FairNMF,2.4,193,9,3,0.6610938918631225,0.02931746051122241
DrugNet,Ethnicity,FairNMF,2.5,193,9,3,0.6851628225254599,0.030673291745998855
DrugNet,Ethnicity,FairNMF,2.6,193,9,3,0.6681649648682616,0.05644383433207928
DrugNet,Ethnicity,FairNMF,2.8,193,9,3,0.6649111978782308,0.03779149147511799
DrugNet,Ethnicity,FairNMF,3,193,9,3,0.6777048755070733,0.02164080511623384
DrugNet,Ethnicity,FairNMF,3.33,193,9,3,0.6680419702397725,0.018611872032102406
DrugNet,Ethnicity,FairNMF,3.66,193,9,3,0.6596000661934728,0.04820525882635731
DrugNet,Ethnicity,FairNMF,4,193,9,3,0.6653025444234235,0.021843909671599975
DrugNet,Ethnicity,FairNMF,4.33,193,9,3,0.6788990415364041,0.025316328529933967
DrugNet,Ethnicity,FairNMF,4.66,193,9,3,0.6758845550054341,0.030493542219063197
DrugNet,Ethnicity,FairNMF,5,193,9,3,0.6454355575234697,0.033439119140034536
DrugNet,Ethnicity,FairNMF,5.33,193,9,3,0.6627845089383552,0.06959693196594292
DrugNet,Ethnicity,FairNMF,5.66,193,9,3,0.6554316664206774,0.04536736667495114
DrugNet,Ethnicity,FairNMF,6,193,9,3,0.641472894220147,0.022912865305322615
DrugNet,Ethnicity,FairNMF,6.5,193,9,3,0.6647121702066757,0.026860740420957648
DrugNet,Ethnicity,FairNMF,7,193,9,3,0.6479647743384007,0.07353366000596982
DrugNet,Ethnicity,FairNMF,7.5,193,9,3,0.6759158627290495,0.03135964618439716
DrugNet,Ethnicity,FairNMF,8,193,9,3,0.6493110064538636,0.021869638705497338
DrugNet,Ethnicity,FairNMF,8.5,193,9,3,0.6568069699937833,0.03149851527996123
DrugNet,Ethnicity,FairNMF,9,193,9,3,0.6685697290092895,0.0461491573946318
DrugNet,Ethnicity,FairNMF,10,193,9,3,0.6647345328664009,0.018922707574363793
DrugNet,Ethnicity,FairNMF,15,193,9,3,0.6240792174858109,0.036997468809961825
DrugNet,Ethnicity,FairNMF,20,193,9,3,0.6639473672440704,0.047520683899074066
DrugNet,Ethnicity,FairNMF,30,193,9,3,0.6699539776462853,0.0679170506071614
DrugNet,Ethnicity,FairNMF,40,193,9,3,0.66674046344376,0.07513580550688
DrugNet,Ethnicity,FairNMF,50,193,9,3,0.6513706074145634,0.030540961614268874
DrugNet,Ethnicity,FairNMF,60,193,9,3,0.6818374950243081,0.027150204004749715
DrugNet,Ethnicity,FairNMF,70,193,9,3,0.6719263642340566,0.025176907772205798
DrugNet,Ethnicity,FairNMF,80,193,9,3,0.6734470250953768,0.028347020077719404
DrugNet,Ethnicity,FairNMF,90,193,9,3,0.667174299042431,0.02628336127792656
DrugNet,Ethnicity,FairNMF,100,193,9,3,0.6611319083846556,0.05107944182143881
DrugNet,Ethnicity,FairNMF,0,193,10,3,0.6641732301072961,0.038105677600344647
DrugNet,Ethnicity,FairNMF,0.0001,193,10,3,0.6600428468560336,0.0195976879300802
DrugNet,Ethnicity,FairNMF,0.0005,193,10,3,0.6489129511107534,0.05300598997744604
DrugNet,Ethnicity,FairNMF,0.00075,193,10,3,0.6533094500127468,0.05943911600516704
DrugNet,Ethnicity,FairNMF,0.001,193,10,3,0.6596805717684838,0.04473460440258619
DrugNet,Ethnicity,FairNMF,0.0025,193,10,3,0.6767298635430503,0.02162705799111525
DrugNet,Ethnicity,FairNMF,0.005,193,10,3,0.6643812028427414,0.04785442055186236
DrugNet,Ethnicity,FairNMF,0.0075,193,10,3,0.6513214095631678,0.05402959929737058
DrugNet,Ethnicity,FairNMF,0.01,193,10,3,0.6578199984793391,0.03526467468582397
DrugNet,Ethnicity,FairNMF,0.025,193,10,3,0.6896018104809314,0.04265580120705448
DrugNet,Ethnicity,FairNMF,0.05,193,10,3,0.6781096396481012,0.023350041577107922
DrugNet,Ethnicity,FairNMF,0.075,193,10,3,0.6742163005899271,0.024515620839633587
DrugNet,Ethnicity,FairNMF,0.1,193,10,3,0.6776154248681722,0.06269359483558191
DrugNet,Ethnicity,FairNMF,0.2,193,10,3,0.669032636065603,0.06132061511878234
DrugNet,Ethnicity,FairNMF,0.3,193,10,3,0.6701216975942251,0.025298151005320773
DrugNet,Ethnicity,FairNMF,0.4,193,10,3,0.6879425011293144,0.022329954390785247
DrugNet,Ethnicity,FairNMF,0.5,193,10,3,0.6836153264724693,0.02063427721218931
DrugNet,Ethnicity,FairNMF,0.6,193,10,3,0.6701843130414561,0.04730922484297193
DrugNet,Ethnicity,FairNMF,0.7,193,10,3,0.672100792979914,0.026668016464670416
DrugNet,Ethnicity,FairNMF,0.8,193,10,3,0.6821259733347645,0.02461560376271155
DrugNet,Ethnicity,FairNMF,0.9,193,10,3,0.6803995760039716,0.035147906616796974
DrugNet,Ethnicity,FairNMF,1,193,10,3,0.6639339496482354,0.03261130431903591
DrugNet,Ethnicity,FairNMF,1.1,193,10,3,0.6672548046174419,0.02263829428532867
DrugNet,Ethnicity,FairNMF,1.2,193,10,3,0.6762401212950664,0.03684341185027745
DrugNet,Ethnicity,FairNMF,1.3,193,10,3,0.6590253458385327,0.020819569243221762
DrugNet,Ethnicity,FairNMF,1.4,193,10,3,0.6740463443760146,0.03545427045036215
DrugNet,Ethnicity,FairNMF,1.5,193,10,3,0.6681940363259044,0.026801469610349498
DrugNet,Ethnicity,FairNMF,1.6,193,10,3,0.6791003054739319,0.025564381662723696
DrugNet,Ethnicity,FairNMF,1.7,193,10,3,0.6690863064489437,0.022318875472417718
DrugNet,Ethnicity,FairNMF,1.8,193,10,3,0.6795520312003829,0.02323336710088521
DrugNet,Ethnicity,FairNMF,1.9,193,10,3,0.6500087214372928,0.028515952835367137
DrugNet,Ethnicity,FairNMF,2,193,10,3,0.672865595942519,0.03175008083939108
DrugNet,Ethnicity,FairNMF,2.2,193,10,3,0.6874527588813303,0.016191452240176703
DrugNet,Ethnicity,FairNMF,2.4,193,10,3,0.6616373044944474,0.04775941019815536
DrugNet,Ethnicity,FairNMF,2.5,193,10,3,0.6976546042480108,0.021591275328071636
DrugNet,Ethnicity,FairNMF,2.6,193,10,3,0.690203366027542,0.026617959859999485
DrugNet,Ethnicity,FairNMF,2.8,193,10,3,0.665300308157451,0.03500383317881995
DrugNet,Ethnicity,FairNMF,3,193,10,3,0.681291846127011,0.026986098551086423
DrugNet,Ethnicity,FairNMF,3.33,193,10,3,0.6754484831407908,0.04294548369947194
DrugNet,Ethnicity,FairNMF,3.66,193,10,3,0.6797667127337457,0.05106340694357586
DrugNet,Ethnicity,FairNMF,4,193,10,3,0.6781096396481011,0.02137216063601161
DrugNet,Ethnicity,FairNMF,4.33,193,10,3,0.6593496044045494,0.0229049697799449
DrugNet,Ethnicity,FairNMF,4.66,193,10,3,0.6817838246409674,0.020143865420892904
DrugNet,Ethnicity,FairNMF,5,193,10,3,0.6644415820239996,0.033465998008653075
