network,attr,method,lam,nodes (n),clusters (k),groups (h),Q_FNMTF,B_FNMTF
DrugNet,Ethnicity,FairNMF,5.33,193,10,3,0.6935331660606385,0.02040458402937673
DrugNet,Ethnicity,FairNMF,5.66,193,10,3,0.6758644286116814,0.02640112692190955
DrugNet,Ethnicity,FairNMF,6,193,10,3,0.6774141609306445,0.023784754559298654
DrugNet,Ethnicity,FairNMF,6.5,193,10,3,0.6865157634388405,0.023553144365500916
DrugNet,Ethnicity,FairNMF,7,193,10,3,0.6779665186258592,0.0644394565853204
DrugNet,Ethnicity,FairNMF,7.5,193,10,3,0.6804018122699441,0.025143536347284112
DrugNet,Ethnicity,FairNMF,8,193,10,3,0.6794156189760585,0.0365789888231203
DrugNet,Ethnicity,FairNMF,8.5,193,10,3,0.6761752695818629,0.024536415027932214
DrugNet,Ethnicity,FairNMF,9,193,10,3,0.6761752695818629,0.06223484932727714
DrugNet,Ethnicity,FairNMF,10,193,10,3,0.6617066287395958,0.036284768703167554
DrugNet,Ethnicity,FairNMF,15,193,10,3,0.67237138116259,0.01871558193580757
DrugNet,Ethnicity,FairNMF,20,193,10,3,0.6653360884130115,0.03432392507440962
DrugNet,Ethnicity,FairNMF,30,193,10,3,0.6670110516264364,0.041171046334437876
DrugNet,Ethnicity,FairNMF,40,193,10,3,0.6803459056206309,0.018321024354121824
DrugNet,Ethnicity,FairNMF,50,193,10,3,0.6725256835146944,0.02641251412743084
DrugNet,Ethnicity,FairNMF,60,193,10,3,0.6718391498611279,0.05180243842129778
DrugNet,Ethnicity,FairNMF,70,193,10,3,0.649756023382397,0.057816868416945257
DrugNet,Ethnicity,FairNMF,80,193,10,3,0.6706852366193026,0.028635497077223626
DrugNet,Ethnicity,FairNMF,90,193,10,3,0.6907378335949765,0.04916525138142703
DrugNet,Ethnicity,FairNMF,100,193,10,3,0.6493825669649845,0.014424178151741024
DrugNet,Ethnicity,FairNMF,0,193,11,3,0.6568405139833712,0.023150036648541563
DrugNet,Ethnicity,FairNMF,0.0001,193,11,3,0.6635157679113722,0.05705571211091415
DrugNet,Ethnicity,FairNMF,0.0005,193,11,3,0.6681068219529758,0.026609652174514054
DrugNet,Ethnicity,FairNMF,0.00075,193,11,3,0.6646830987490328,0.03844831250542278
DrugNet,Ethnicity,FairNMF,0.001,193,11,3,0.6712308855165997,0.032738235353058226
DrugNet,Ethnicity,FairNMF,0.0025,193,11,3,0.6463859705617948,0.03505054109128118
DrugNet,Ethnicity,FairNMF,0.005,193,11,3,0.6733128491370252,0.027691266567538116
DrugNet,Ethnicity,FairNMF,0.0075,193,11,3,0.667444887225107,0.03176224459109937
DrugNet,Ethnicity,FairNMF,0.01,193,11,3,0.661163216108271,0.033573672467633105
DrugNet,Ethnicity,FairNMF,0.025,193,11,3,0.6795833389239982,0.02613768591130491
DrugNet,Ethnicity,FairNMF,0.05,193,11,3,0.6825083748160671,0.019874077207181956
DrugNet,Ethnicity,FairNMF,0.075,193,11,3,0.6758666648776538,0.018085403617373135
DrugNet,Ethnicity,FairNMF,0.1,193,11,3,0.6840513983371127,0.03675292820841162
DrugNet,Ethnicity,FairNMF,0.2,193,11,3,0.6672234968938265,0.023657523009455353
DrugNet,Ethnicity,FairNMF,0.3,193,11,3,0.6753411423741094,0.031798459712338766
DrugNet,Ethnicity,FairNMF,0.4,193,11,3,0.6810861096575384,0.03382110370347061
DrugNet,Ethnicity,FairNMF,0.5,193,11,3,0.6924508133299342,0.020373252957910867
DrugNet,Ethnicity,FairNMF,0.6,193,11,3,0.6716267045937375,0.03640424683891496
DrugNet,Ethnicity,FairNMF,0.7,193,11,3,0.6695872300267904,0.032000980421500104
DrugNet,Ethnicity,FairNMF,0.8,193,11,3,0.6825061385500947,0.03518185778811669
DrugNet,Ethnicity,FairNMF,0.9,193,11,3,0.6727672002397277,0.023083240287707998
DrugNet,Ethnicity,FairNMF,1,193,11,3,0.6876271876271877,0.020909050895894548
DrugNet,Ethnicity,FairNMF,1.1,193,11,3,0.677411924664672,0.05293005856862527
DrugNet,Ethnicity,FairNMF,1.2,193,11,3,0.6803682682803561,0.03332915554477894
DrugNet,Ethnicity,FairNMF,1.3,193,11,3,0.6639742024357409,0.03674876145037447
DrugNet,Ethnicity,FairNMF,1.4,193,11,3,0.6835817824828814,0.026841629479630424
DrugNet,Ethnicity,FairNMF,1.5,193,11,3,0.675732488919302,0.027966362080293725
DrugNet,Ethnicity,FairNMF,1.6,193,11,3,0.6857241252845648,0.023419334068295078
DrugNet,Ethnicity,FairNMF,1.7,193,11,3,0.689094178105167,0.015574516603225745
DrugNet,Ethnicity,FairNMF,1.8,193,11,3,0.6792389539642287,0.04131270912382584
DrugNet,Ethnicity,FairNMF,1.9,193,11,3,0.6780224252751726,0.020223942869549465
DrugNet,Ethnicity,FairNMF,2,193,11,3,0.6885351116120347,0.03346182156527342
DrugNet,Ethnicity,FairNMF,2.2,193,11,3,0.6673532003202333,0.020962312211707395
DrugNet,Ethnicity,FairNMF,2.4,193,11,3,0.6795341410726027,0.026677317651173513
DrugNet,Ethnicity,FairNMF,2.5,193,11,3,0.6862831917776971,0.027645668976433113
DrugNet,Ethnicity,FairNMF,2.6,193,11,3,0.6834811505141175,0.03351439790380611
DrugNet,Ethnicity,FairNMF,2.8,193,11,3,0.674102251025328,0.02619819145343205
DrugNet,Ethnicity,FairNMF,3,193,11,3,0.6681604923363166,0.02309822438615892
DrugNet,Ethnicity,FairNMF,3.33,193,11,3,0.6838792058572277,0.020807767301468865
DrugNet,Ethnicity,FairNMF,3.66,193,11,3,0.6695782849629004,0.034563133765062336
DrugNet,Ethnicity,FairNMF,4,193,11,3,0.6843130414558987,0.023787050148341145
DrugNet,Ethnicity,FairNMF,4.33,193,11,3,0.677230787120897,0.02878481843929014
DrugNet,Ethnicity,FairNMF,4.66,193,11,3,0.670421357234544,0.033449085898159245
DrugNet,Ethnicity,FairNMF,5,193,11,3,0.6842414809447778,0.028336564842977075
DrugNet,Ethnicity,FairNMF,5.33,193,11,3,0.6777585458904141,0.020641421259864776
DrugNet,Ethnicity,FairNMF,5.66,193,11,3,0.6672056067660463,0.02125777475941353
DrugNet,Ethnicity,FairNMF,6,193,11,3,0.6818374950243081,0.04057686265114956
DrugNet,Ethnicity,FairNMF,6.5,193,11,3,0.6711995777929843,0.01705068294654459
DrugNet,Ethnicity,FairNMF,7,193,11,3,0.6517395913000308,0.055714217110789784
DrugNet,Ethnicity,FairNMF,7.5,193,11,3,0.6684825146363608,0.03834986248576169
DrugNet,Ethnicity,FairNMF,8,193,11,3,0.6771950068653365,0.050052670104685136
DrugNet,Ethnicity,FairNMF,8.5,193,11,3,0.6787894645037503,0.02391892700693322
DrugNet,Ethnicity,FairNMF,9,193,11,3,0.679408910178141,0.026968052278459526
DrugNet,Ethnicity,FairNMF,10,193,11,3,0.670598022246374,0.0326884650047626
DrugNet,Ethnicity,FairNMF,15,193,11,3,0.670045664551159,0.037567976725087104
DrugNet,Ethnicity,FairNMF,20,193,11,3,0.665262291635918,0.021174328698126636
DrugNet,Ethnicity,FairNMF,30,193,11,3,0.6745875207413669,0.032315908560310844
DrugNet,Ethnicity,FairNMF,40,193,11,3,0.6795207234767675,0.027599078758969765
DrugNet,Ethnicity,FairNMF,50,193,11,3,0.6899596130365361,0.023253992930167302
DrugNet,Ethnicity,FairNMF,60,193,11,3,0.6732368160939589,0.023855975963510963
DrugNet,Ethnicity,FairNMF,70,193,11,3,0.6729975356348984,0.02459543618920454
DrugNet,Ethnicity,FairNMF,80,193,11,3,0.6650341925067199,0.04054469768185973
DrugNet,Ethnicity,FairNMF,90,193,11,3,0.6461489263687066,0.045708594515058716
DrugNet,Ethnicity,FairNMF,100,193,11,3,0.6721947161507602,0.04196602011524728
DrugNet,Ethnicity,FairNMF,0,193,12,3,0.6666398314749964,0.025028428841575995
DrugNet,Ethnicity,FairNMF,0.0001,193,12,3,0.6581218943856306,0.03483178838159128
DrugNet,Ethnicity,FairNMF,0.0005,193,12,3,0.6590946700836811,0.03414260189199248
DrugNet,Ethnicity,FairNMF,0.00075,193,12,3,0.6692339000031308,0.026774040594595653
DrugNet,Ethnicity,FairNMF,0.001,193,12,3,0.6669327823173977,0.042843954320422074
DrugNet,Ethnicity,FairNMF,0.0025,193,12,3,0.6622835853605086,0.03824143420156927
DrugNet,Ethnicity,FairNMF,0.005,193,12,3,0.6828236883181938,0.03275315897850635
DrugNet,Ethnicity,FairNMF,0.0075,193,12,3,0.6694441090045485,0.0376215932355171
DrugNet,Ethnicity,FairNMF,0.01,193,12,3,0.6688403171919655,0.05177658605651401
DrugNet,Ethnicity,FairNMF,0.025,193,12,3,0.6749274331691915,0.04422216591142827
DrugNet,Ethnicity,FairNMF,0.05,193,12,3,0.6800797899698998,0.01874279138964671
DrugNet,Ethnicity,FairNMF,0.075,193,12,3,0.6749811035525322,0.03272621932002996
DrugNet,Ethnicity,FairNMF,0.1,193,12,3,0.6881974354501827,0.01891375336464785
DrugNet,Ethnicity,FairNMF,0.2,193,12,3,0.679856163372647,0.024083680679915384
DrugNet,Ethnicity,FairNMF,0.3,193,12,3,0.6715909243381771,0.01981770367272979
DrugNet,Ethnicity,FairNMF,0.4,193,12,3,0.6824591769646715,0.019804392269288366
DrugNet,Ethnicity,FairNMF,0.5,193,12,3,0.6808177577408348,0.025609958328358388
DrugNet,Ethnicity,FairNMF,0.6,193,12,3,0.6610335126818644,0.02246446679110596
DrugNet,Ethnicity,FairNMF,0.7,193,12,3,0.6890114362641836,0.026342261742528458
DrugNet,Ethnicity,FairNMF,0.8,193,12,3,0.6633458116974601,0.050171607608380096
DrugNet,Ethnicity,FairNMF,0.9,193,12,3,0.6814304946173078,0.04844406406988838
DrugNet,Ethnicity,FairNMF,1,193,12,3,0.6824591769646715,0.03833352347933861
DrugNet,Ethnicity,FairNMF,1.1,193,12,3,0.6838993322509807,0.053856323112669746
DrugNet,Ethnicity,FairNMF,1.2,193,12,3,0.688662578772469,0.031114736277963826
DrugNet,Ethnicity,FairNMF,1.3,193,12,3,0.6843935470309096,0.038188582555289785
DrugNet,Ethnicity,FairNMF,1.4,193,12,3,0.6962211577596192,0.020606241434711455
DrugNet,Ethnicity,FairNMF,1.5,193,12,3,0.6831949084696339,0.02530608181088261
DrugNet,Ethnicity,FairNMF,1.6,193,12,3,0.6830808589050347,0.019825991758722603
DrugNet,Ethnicity,FairNMF,1.7,193,12,3,0.6843219865197888,0.024817418151102295
DrugNet,Ethnicity,FairNMF,1.8,193,12,3,0.6857017626248396,0.02469939763330378
DrugNet,Ethnicity,FairNMF,1.9,193,12,3,0.6869607803673737,0.040483341486190115
DrugNet,Ethnicity,FairNMF,2,193,12,3,0.697934137494577,0.02247283004200108
DrugNet,Ethnicity,FairNMF,2.2,193,12,3,0.6842839699982558,0.029644958632245522
DrugNet,Ethnicity,FairNMF,2.4,193,12,3,0.6779106119765461,0.01682089504291943
DrugNet,Ethnicity,FairNMF,2.5,193,12,3,0.6903755585074266,0.019329640682435176
DrugNet,Ethnicity,FairNMF,2.6,193,12,3,0.6879469736612593,0.019409368699194792
DrugNet,Ethnicity,FairNMF,2.8,193,12,3,0.6808781369220931,0.030365337512917496
DrugNet,Ethnicity,FairNMF,3,193,12,3,0.6956285472768989,0.02058102925339041
DrugNet,Ethnicity,FairNMF,3.33,193,12,3,0.6699338512525327,0.025993548501935238
DrugNet,Ethnicity,FairNMF,3.66,193,12,3,0.6761663245179729,0.02769020718869505
DrugNet,Ethnicity,FairNMF,4,193,12,3,0.6771704079396388,0.025803156055849836
DrugNet,Ethnicity,FairNMF,4.33,193,12,3,0.6768841658951551,0.03859002833288935
DrugNet,Ethnicity,FairNMF,4.66,193,12,3,0.6817368630555444,0.02153163343661063
DrugNet,Ethnicity,FairNMF,5,193,12,3,0.6720448863306006,0.052975417398334
DrugNet,Ethnicity,FairNMF,5.33,193,12,3,0.6819515445889074,0.044184623858051185
DrugNet,Ethnicity,FairNMF,5.66,193,12,3,0.68610876303184,0.022719946757284337
DrugNet,Ethnicity,FairNMF,6,193,12,3,0.6750973893831036,0.033479521743364514
DrugNet,Ethnicity,FairNMF,6.5,193,12,3,0.651934146439641,0.028942398164316385
DrugNet,Ethnicity,FairNMF,7,193,12,3,0.6634822239217844,0.022458648655613003
DrugNet,Ethnicity,FairNMF,7.5,193,12,3,0.6815020551284287,0.0464958120411704
DrugNet,Ethnicity,FairNMF,8,193,12,3,0.6739568937371135,0.022039567859042448
DrugNet,Ethnicity,FairNMF,8.5,193,12,3,0.6746903889761032,0.02883917298897909
DrugNet,Ethnicity,FairNMF,9,193,12,3,0.6839507663683487,0.021248237706148292
DrugNet,Ethnicity,FairNMF,10,193,12,3,0.6923501813611703,0.033147877492815024
DrugNet,Ethnicity,FairNMF,15,193,12,3,0.68855747427176,0.028380834561435375
DrugNet,Ethnicity,FairNMF,20,193,12,3,0.6659711879492098,0.024271579592252596
DrugNet,Ethnicity,FairNMF,30,193,12,3,0.6818844566097314,0.0374573303783235
DrugNet,Ethnicity,FairNMF,40,193,12,3,0.6653651598706545,0.025033379769270184
DrugNet,Ethnicity,FairNMF,50,193,12,3,0.6801804219386637,0.020663004809468512
DrugNet,Ethnicity,FairNMF,60,193,12,3,0.658752521389884,0.01958099717944893
DrugNet,Ethnicity,FairNMF,70,193,12,3,0.669479889260109,0.029406397813181957
DrugNet,Ethnicity,FairNMF,80,193,12,3,0.6746903889761033,0.024454397728067834
DrugNet,Ethnicity,FairNMF,90,193,12,3,0.6534950600884667,0.02858012966191574
DrugNet,Ethnicity,FairNMF,100,193,12,3,0.6802251472581143,0.0657139777718113
DrugNet,Ethnicity,FairNMF,0,193,13,3,0.6512341951902392,0.02504602092294982
DrugNet,Ethnicity,FairNMF,0.0001,193,13,3,0.6752673455970158,0.026407671400760835
DrugNet,Ethnicity,FairNMF,0.0005,193,13,3,0.6704168847025991,0.030028205746373715
DrugNet,Ethnicity,FairNMF,0.00075,193,13,3,0.6505342439408373,0.04757840074597758
DrugNet,Ethnicity,FairNMF,0.001,193,13,3,0.6797331687441578,0.03549375090158189
DrugNet,Ethnicity,FairNMF,0.0025,193,13,3,0.6813253901165989,0.04413768892648998
DrugNet,Ethnicity,FairNMF,0.005,193,13,3,0.6739300585454432,0.04169562036696555
DrugNet,Ethnicity,FairNMF,0.0075,193,13,3,0.6696252465483236,0.025883935316731305
DrugNet,Ethnicity,FairNMF,0.01,193,13,3,0.6666778479965294,0.04318143315254199
DrugNet,Ethnicity,FairNMF,0.025,193,13,3,0.6826693859660894,0.01554361803194169
DrugNet,Ethnicity,FairNMF,0.05,193,13,3,0.6829041938932049,0.01920329753586847
DrugNet,Ethnicity,FairNMF,0.075,193,13,3,0.6808468291984776,0.020880969253008596
DrugNet,Ethnicity,FairNMF,0.1,193,13,3,0.677197243131309,0.025337729715288526
DrugNet,Ethnicity,FairNMF,0.2,193,13,3,0.6890516890516891,0.01735919196813193
DrugNet,Ethnicity,FairNMF,0.3,193,13,3,0.6819917973764129,0.034996466855920595
DrugNet,Ethnicity,FairNMF,0.4,193,13,3,0.6776713315174855,0.030082236712803037
DrugNet,Ethnicity,FairNMF,0.5,193,13,3,0.6804510101213399,0.024975401157852434
DrugNet,Ethnicity,FairNMF,0.6,193,13,3,0.6744376909212074,0.02387161144545231
DrugNet,Ethnicity,FairNMF,0.7,193,13,3,0.6749117793073838,0.01771617253905276
DrugNet,Ethnicity,FairNMF,0.8,193,13,3,0.6872246597521322,0.014677593343006825
DrugNet,Ethnicity,FairNMF,0.9,193,13,3,0.6704862089477475,0.024036594865334784
DrugNet,Ethnicity,FairNMF,1,193,13,3,0.6830965127668426,0.037210553186023225
DrugNet,Ethnicity,FairNMF,1.1,193,13,3,0.6764369127006491,0.0187245169708935
DrugNet,Ethnicity,FairNMF,1.2,193,13,3,0.686965252899319,0.02191011436144442
DrugNet,Ethnicity,FairNMF,1.3,193,13,3,0.685491553623422,0.010739031557178563
DrugNet,Ethnicity,FairNMF,1.4,193,13,3,0.677792089880002,0.023579804376308713
DrugNet,Ethnicity,FairNMF,1.5,193,13,3,0.6979073023029067,0.017501375234403406
DrugNet,Ethnicity,FairNMF,1.6,193,13,3,0.6842616073385305,0.0294969776665036
DrugNet,Ethnicity,FairNMF,1.7,193,13,3,0.6750057024782299,0.020634316610109334
DrugNet,Ethnicity,FairNMF,1.8,193,13,3,0.6857666143380429,0.017728971563165333
DrugNet,Ethnicity,FairNMF,1.9,193,13,3,0.6931619459091989,0.015798851015637674
DrugNet,Ethnicity,FairNMF,2,193,13,3,0.684639536287888,0.021015582005082214
DrugNet,Ethnicity,FairNMF,2.2,193,13,3,0.6932961218675505,0.01727439089269687
DrugNet,Ethnicity,FairNMF,2.4,193,13,3,0.6853104160796469,0.01651245925411111
DrugNet,Ethnicity,FairNMF,2.5,193,13,3,0.6730221345605961,0.027853167348903567
DrugNet,Ethnicity,FairNMF,2.6,193,13,3,0.6864822194492524,0.022278409265633098
DrugNet,Ethnicity,FairNMF,2.8,193,13,3,0.6754753183324612,0.02341174384523005
DrugNet,Ethnicity,FairNMF,3,193,13,3,0.6899886844941792,0.027251540286916218
DrugNet,Ethnicity,FairNMF,3.33,193,13,3,0.6855206250810647,0.019701458902208497
DrugNet,Ethnicity,FairNMF,3.66,193,13,3,0.6673263651285629,0.025006845348569697
DrugNet,Ethnicity,FairNMF,4,193,13,3,0.6716401221895727,0.026432877722564575
DrugNet,Ethnicity,FairNMF,4.33,193,13,3,0.6888414800502712,0.023646566081231418
DrugNet,Ethnicity,FairNMF,4.66,193,13,3,0.6871307365812861,0.01849639868056897
DrugNet,Ethnicity,FairNMF,5,193,13,3,0.6928399236091546,0.0169127584936343
DrugNet,Ethnicity,FairNMF,5.33,193,13,3,0.6927415279063632,0.026497022376203296
DrugNet,Ethnicity,FairNMF,5.66,193,13,3,0.6866566481951097,0.017140309381355228
DrugNet,Ethnicity,FairNMF,6,193,13,3,0.6889197493593099,0.013799560778330151
DrugNet,Ethnicity,FairNMF,6.5,193,13,3,0.6659286988957319,0.028220804270198005
DrugNet,Ethnicity,FairNMF,7,193,13,3,0.6827051662216498,0.01879037937335834
DrugNet,Ethnicity,FairNMF,7.5,193,13,3,0.6835370571634307,0.021763488348856424
DrugNet,Ethnicity,FairNMF,8,193,13,3,0.6756989449297142,0.03482190614663567
DrugNet,Ethnicity,FairNMF,8.5,193,13,3,0.6802273835240867,0.03764560540580885
DrugNet,Ethnicity,FairNMF,9,193,13,3,0.6821103194729567,0.022640189574299936
DrugNet,Ethnicity,FairNMF,10,193,13,3,0.6531886916502302,0.054817407249508975
DrugNet,Ethnicity,FairNMF,15,193,13,3,0.6582068724925868,0.031903176684659425
DrugNet,Ethnicity,FairNMF,20,193,13,3,0.6642045378309115,0.02418288730600632
DrugNet,Ethnicity,FairNMF,30,193,13,3,0.6715551440826166,0.024409748372480198
DrugNet,Ethnicity,FairNMF,40,193,13,3,0.6839373487725137,0.028536319983750835
DrugNet,Ethnicity,FairNMF,50,193,13,3,0.6623775085313547,0.03170715798325824
DrugNet,Ethnicity,FairNMF,60,193,13,3,0.6664340950055236,0.020137464295820855
DrugNet,Ethnicity,FairNMF,70,193,13,3,0.6660874737797816,0.027111891582117163
DrugNet,Ethnicity,FairNMF,80,193,13,3,0.6518961299181079,0.026207261801934074
DrugNet,Ethnicity,FairNMF,90,193,13,3,0.6484343901926319,0.03453813688918362
DrugNet,Ethnicity,FairNMF,100,193,13,3,0.6840804697947555,0.02631764695425229
DrugNet,Ethnicity,FairNMF,0,193,14,3,0.6769423088104408,0.01700851942633128
DrugNet,Ethnicity,FairNMF,0.0001,193,14,3,0.677112265024353,0.02171884246376016
DrugNet,Ethnicity,FairNMF,0.0005,193,14,3,0.6623730359994097,0.031969184513769636
DrugNet,Ethnicity,FairNMF,0.00075,193,14,3,0.6665235456444248,0.031032763316123008
DrugNet,Ethnicity,FairNMF,0.001,193,14,3,0.6659667154172649,0.02017195569352607
DrugNet,Ethnicity,FairNMF,0.0025,193,14,3,0.669086306448944,0.026960503806503097
DrugNet,Ethnicity,FairNMF,0.005,193,14,3,0.6866141591416316,0.018532688705480232
DrugNet,Ethnicity,FairNMF,0.0075,193,14,3,0.6833492108217384,0.01581331899972245
DrugNet,Ethnicity,FairNMF,0.01,193,14,3,0.6907445423928942,0.016705106883975553
DrugNet,Ethnicity,FairNMF,0.025,193,14,3,0.6849190695344541,0.01748541152786041
DrugNet,Ethnicity,FairNMF,0.05,193,14,3,0.6815736156395498,0.015770327348954064
DrugNet,Ethnicity,FairNMF,0.075,193,14,3,0.6706606376936047,0.023639604937666068
DrugNet,Ethnicity,FairNMF,0.1,193,14,3,0.6722841667896614,0.016859404631213982
DrugNet,Ethnicity,FairNMF,0.2,193,14,3,0.6877121657341437,0.019230005317952274
DrugNet,Ethnicity,FairNMF,0.3,193,14,3,0.6777250019008262,0.019954821963763428
DrugNet,Ethnicity,FairNMF,0.4,193,14,3,0.6766202865103964,0.03962119813951553
DrugNet,Ethnicity,FairNMF,0.5,193,14,3,0.684749113320542,0.028354170607063633
DrugNet,Ethnicity,FairNMF,0.6,193,14,3,0.6759695331123902,0.01277763488523704
DrugNet,Ethnicity,FairNMF,0.7,193,14,3,0.6768752208312647,0.029869771917312243
DrugNet,Ethnicity,FairNMF,0.8,193,14,3,0.668533948753729,0.04637011442625382
DrugNet,Ethnicity,FairNMF,0.9,193,14,3,0.6851426961317072,0.016049050084416334
DrugNet,Ethnicity,FairNMF,1,193,14,3,0.6950091016025083,0.01604471093620172
DrugNet,Ethnicity,FairNMF,1.1,193,14,3,0.6811487251047691,0.01646924368649067
DrugNet,Ethnicity,FairNMF,1.2,193,14,3,0.7010358383984759,0.013169023395467295
DrugNet,Ethnicity,FairNMF,1.3,193,14,3,0.6981689454216928,0.017717640747123304
DrugNet,Ethnicity,FairNMF,1.4,193,14,3,0.6691198504385317,0.02556979770844071
DrugNet,Ethnicity,FairNMF,1.5,193,14,3,0.6936762870828805,0.030664703101284847
DrugNet,Ethnicity,FairNMF,1.6,193,14,3,0.6764480940305116,0.019853413157508177
DrugNet,Ethnicity,FairNMF,1.7,193,14,3,0.6839418213044587,0.019625897076661947
DrugNet,Ethnicity,FairNMF,1.8,193,14,3,0.6764302039027315,0.017574539210906303
DrugNet,Ethnicity,FairNMF,1.9,193,14,3,0.680920625975571,0.02034977522487901
DrugNet,Ethnicity,FairNMF,2,193,14,3,0.6833894636092438,0.021585553287087656
DrugNet,Ethnicity,FairNMF,2.2,193,14,3,0.6798181468511139,0.020878133493230495
DrugNet,Ethnicity,FairNMF,2.4,193,14,3,0.6901161516546132,0.012222011144555234
DrugNet,Ethnicity,FairNMF,2.5,193,14,3,0.6914221309825707,0.029173163347481268
DrugNet,Ethnicity,FairNMF,2.6,193,14,3,0.6855631141345427,0.015894532071159553
DrugNet,Ethnicity,FairNMF,2.8,193,14,3,0.6837673925586015,0.020797331190758873
DrugNet,Ethnicity,FairNMF,3,193,14,3,0.6861490158193456,0.014555335060606986
DrugNet,Ethnicity,FairNMF,3.33,193,14,3,0.693707594806496,0.018958802120023665
DrugNet,Ethnicity,FairNMF,3.66,193,14,3,0.6813835330318847,0.02712896788021185
DrugNet,Ethnicity,FairNMF,4,193,14,3,0.6763295719339677,0.03717941114062223
DrugNet,Ethnicity,FairNMF,4.33,193,14,3,0.6907534874567842,0.023927449822402146
DrugNet,Ethnicity,FairNMF,4.66,193,14,3,0.675804049430423,0.021233115789395556
DrugNet,Ethnicity,FairNMF,5,193,14,3,0.6885127489523094,0.03791366432423643
DrugNet,Ethnicity,FairNMF,5.33,193,14,3,0.6746188284649822,0.025582511689695858
DrugNet,Ethnicity,FairNMF,5.66,193,14,3,0.6791249043996297,0.03897942272723574
DrugNet,Ethnicity,FairNMF,6,193,14,3,0.6775080841014907,0.017518767495494667
DrugNet,Ethnicity,FairNMF,6.5,193,14,3,0.6878150339688801,0.016233765339997503
DrugNet,Ethnicity,FairNMF,7,193,14,3,0.676580033722891,0.03154703165585818
DrugNet,Ethnicity,FairNMF,7.5,193,14,3,0.6675276290660906,0.02980936640419402
DrugNet,Ethnicity,FairNMF,8,193,14,3,0.6924262144042364,0.02507286708619767
DrugNet,Ethnicity,FairNMF,8.5,193,14,3,0.6788252447593107,0.022072195899241854
DrugNet,Ethnicity,FairNMF,9,193,14,3,0.6772061881951993,0.02140896140492146
DrugNet,Ethnicity,FairNMF,10,193,14,3,0.6927437641723356,0.020712282420218914
DrugNet,Ethnicity,FairNMF,15,193,14,3,0.661500892270123,0.022345562874340964
DrugNet,Ethnicity,FairNMF,20,193,14,3,0.6782057990849201,0.018598881480881197
DrugNet,Ethnicity,FairNMF,30,193,14,3,0.6649067253462858,0.01781156259380383
DrugNet,Ethnicity,FairNMF,40,193,14,3,0.6733352117967503,0.028155851236611153
DrugNet,Ethnicity,FairNMF,50,193,14,3,0.6724228152799582,0.02460856058733396
DrugNet,Ethnicity,FairNMF,60,193,14,3,0.6696297190802686,0.030543985803745465
DrugNet,Ethnicity,FairNMF,70,193,14,3,0.6578557787348996,0.04262555796897106
DrugNet,Ethnicity,FairNMF,80,193,14,3,0.67368854182041,0.041788621773839324
DrugNet,Ethnicity,FairNMF,90,193,14,3,0.686978670495154,0.029095840596140368
DrugNet,Ethnicity,FairNMF,100,193,14,3,0.6925447365007805,0.01720414424018554
