network,attr,method,lam,nodes (n),clusters (k),groups (h),Q_FNMTF,B_FNMTF
LastFM,Gender,FairNMF,0,5576,2,6,0.354513855,0.034450132
LastFM,Gender,FairNMF,0.001,5576,2,6,0.357911752,0.030625132
LastFM,Gender,FairNMF,0.005,5576,2,6,0.359123155,0.03232469
LastFM,Gender,FairNMF,0.0075,5576,2,6,0.359463787,0.038252249
LastFM,Gender,FairNMF,0.01,5576,2,6,0.357461736,0.033827112
LastFM,Gender,FairNMF,0.025,5576,2,6,0.354536643,0.03460092
LastFM,Gender,FairNMF,0.05,5576,2,6,0.354500751,0.042327114
LastFM,Gender,FairNMF,0.075,5576,2,6,0.358152538,0.038681065
LastFM,Gender,FairNMF,0.1,5576,2,6,0.357672322,0.037779534
LastFM,Gender,FairNMF,0.2,5576,2,6,0.35771353,0.040685039
LastFM,Gender,FairNMF,0.4,5576,2,6,0.355669393,0.046385586
LastFM,Gender,FairNMF,0.5,5576,2,6,0.355723502,0.046174533
LastFM,Gender,FairNMF,0.6,5576,2,6,0.3543492,0.048204313
LastFM,Gender,FairNMF,0.8,5576,2,6,0.354654873,0.049983956
LastFM,Gender,FairNMF,1,5576,2,6,0.35349645,0.053327462
LastFM,Gender,FairNMF,1.2,5576,2,6,0.35247471,0.055114182
LastFM,Gender,FairNMF,1.4,5576,2,6,0.352452205,0.057192316
LastFM,Gender,FairNMF,1.5,5576,2,6,0.350915515,0.060711546
LastFM,Gender,FairNMF,1.6,5576,2,6,0.350720075,0.059152419
LastFM,Gender,FairNMF,1.8,5576,2,6,0.348424412,0.068645601
LastFM,Gender,FairNMF,2,5576,2,6,0.349289217,0.064642217
LastFM,Gender,FairNMF,2.5,5576,2,6,0.34826028,0.071928065
LastFM,Gender,FairNMF,3,5576,2,6,0.345845066,0.07736676
LastFM,Gender,FairNMF,3.5,5576,2,6,0.345800484,0.075972518
LastFM,Gender,FairNMF,4,5576,2,6,0.345901781,0.07729332
LastFM,Gender,FairNMF,4.5,5576,2,6,0.345874002,0.077047931
LastFM,Gender,FairNMF,5,5576,2,6,0.34094949,0.089503794
LastFM,Gender,FairNMF,6,5576,2,6,0.342418095,0.083282236
LastFM,Gender,FairNMF,7,5576,2,6,0.339050474,0.095909984
LastFM,Gender,FairNMF,8,5576,2,6,0.341111755,0.087142684
LastFM,Gender,FairNMF,9,5576,2,6,0.340703462,0.087799221
LastFM,Gender,FairNMF,10,5576,2,6,0.340190443,0.089507053
LastFM,Gender,FairNMF,15,5576,2,6,0.33301545,0.104874003
LastFM,Gender,FairNMF,20,5576,2,6,0.332337591,0.103254707
LastFM,Gender,FairNMF,25,5576,2,6,0.330998657,0.104505255
LastFM,Gender,FairNMF,30,5576,2,6,0.329635067,0.107020496
LastFM,Gender,FairNMF,35,5576,2,6,0.32869736,0.112048357
LastFM,Gender,FairNMF,40,5576,2,6,0.326900804,0.114256
LastFM,Gender,FairNMF,45,5576,2,6,0.325780721,0.122753674
LastFM,Gender,FairNMF,50,5576,2,6,0.324867167,0.116751211
LastFM,Gender,FairNMF,60,5576,2,6,0.322793722,0.120342131
LastFM,Gender,FairNMF,70,5576,2,6,0.319540852,0.123421585
LastFM,Gender,FairNMF,80,5576,2,6,0.315803356,0.124722196
LastFM,Gender,FairNMF,90,5576,2,6,0.310260135,0.125771584
LastFM,Gender,FairNMF,100,5576,2,6,0.304269386,0.134651047
LastFM,Gender,FairNMF,0,5576,3,6,0.579292239,0.02149513
LastFM,Gender,FairNMF,0.001,5576,3,6,0.566645347,0.024119862
LastFM,Gender,FairNMF,0.005,5576,3,6,0.577800063,0.025708446
LastFM,Gender,FairNMF,0.0075,5576,3,6,0.58492455,0.027389391
LastFM,Gender,FairNMF,0.01,5576,3,6,0.593542408,0.022180382
LastFM,Gender,FairNMF,0.025,5576,3,6,0.608410324,0.027959422
LastFM,Gender,FairNMF,0.05,5576,3,6,0.580018342,0.030579265
LastFM,Gender,FairNMF,0.075,5576,3,6,0.562561483,0.043735713
LastFM,Gender,FairNMF,0.1,5576,3,6,0.592366054,0.028948041
LastFM,Gender,FairNMF,0.2,5576,3,6,0.570534007,0.037167811
LastFM,Gender,FairNMF,0.4,5576,3,6,0.500434359,0.049883783
LastFM,Gender,FairNMF,0.5,5576,3,6,0.556061946,0.051631491
LastFM,Gender,FairNMF,0.6,5576,3,6,0.567238549,0.039870209
LastFM,Gender,FairNMF,0.8,5576,3,6,0.547868864,0.054365665
LastFM,Gender,FairNMF,1,5576,3,6,0.571567528,0.039095723
LastFM,Gender,FairNMF,1.2,5576,3,6,0.540535808,0.049138019
LastFM,Gender,FairNMF,1.4,5576,3,6,0.559041657,0.043042559
LastFM,Gender,FairNMF,1.5,5576,3,6,0.471598091,0.041647482
LastFM,Gender,FairNMF,1.6,5576,3,6,0.47410387,0.047885363
LastFM,Gender,FairNMF,1.8,5576,3,6,0.555849716,0.043573188
LastFM,Gender,FairNMF,2,5576,3,6,0.551054196,0.053152253
LastFM,Gender,FairNMF,2.5,5576,3,6,0.544499538,0.047854635
LastFM,Gender,FairNMF,3,5576,3,6,0.5436247,0.048794762
LastFM,Gender,FairNMF,3.5,5576,3,6,0.552652833,0.054328263
LastFM,Gender,FairNMF,4,5576,3,6,0.537269928,0.048576475
LastFM,Gender,FairNMF,4.5,5576,3,6,0.5420197,0.059922277
LastFM,Gender,FairNMF,5,5576,3,6,0.543661728,0.067660146
LastFM,Gender,FairNMF,6,5576,3,6,0.54072547,0.061457258
LastFM,Gender,FairNMF,7,5576,3,6,0.537105433,0.065337957
LastFM,Gender,FairNMF,8,5576,3,6,0.538826315,0.073759724
LastFM,Gender,FairNMF,9,5576,3,6,0.536626247,0.071917788
LastFM,Gender,FairNMF,10,5576,3,6,0.514297183,0.061387988
LastFM,Gender,FairNMF,15,5576,3,6,0.513557811,0.065200588
LastFM,Gender,FairNMF,20,5576,3,6,0.511320876,0.044479838
LastFM,Gender,FairNMF,25,5576,3,6,0.506812888,0.062900371
LastFM,Gender,FairNMF,30,5576,3,6,0.506459738,0.064147329
LastFM,Gender,FairNMF,35,5576,3,6,0.511309487,0.074486622
LastFM,Gender,FairNMF,40,5576,3,6,0.523196379,0.112117044
LastFM,Gender,FairNMF,45,5576,3,6,0.51361586,0.089523101
LastFM,Gender,FairNMF,50,5576,3,6,0.504187058,0.077367885
LastFM,Gender,FairNMF,60,5576,3,6,0.511332613,0.106672982
LastFM,Gender,FairNMF,70,5576,3,6,0.493066218,0.091917311
LastFM,Gender,FairNMF,80,5576,3,6,0.504381428,0.114151451
LastFM,Gender,FairNMF,90,5576,3,6,0.490214038,0.091357928
LastFM,Gender,FairNMF,100,5576,3,6,0.486694367,0.099452567
LastFM,Gender,FairNMF,0,5576,4,6,0.655970752,0.020603255
LastFM,Gender,FairNMF,0.001,5576,4,6,0.692714251,0.019085272
LastFM,Gender,FairNMF,0.005,5576,4,6,0.650067745,0.020599403
LastFM,Gender,FairNMF,0.0075,5576,4,6,0.682291381,0.022691367
LastFM,Gender,FairNMF,0.01,5576,4,6,0.608931675,0.029278582
LastFM,Gender,FairNMF,0.025,5576,4,6,0.687235628,0.02345614
LastFM,Gender,FairNMF,0.05,5576,4,6,0.689282408,0.027092244
LastFM,Gender,FairNMF,0.075,5576,4,6,0.684001955,0.027448565
LastFM,Gender,FairNMF,0.1,5576,4,6,0.57941937,0.030540866
LastFM,Gender,FairNMF,0.2,5576,4,6,0.660791011,0.037225654
LastFM,Gender,FairNMF,0.4,5576,4,6,0.627287127,0.033255419
LastFM,Gender,FairNMF,0.5,5576,4,6,0.663410505,0.031653268
LastFM,Gender,FairNMF,0.6,5576,4,6,0.635093569,0.02845875
LastFM,Gender,FairNMF,0.8,5576,4,6,0.637608381,0.032316377
LastFM,Gender,FairNMF,1,5576,4,6,0.669196563,0.030644194
LastFM,Gender,FairNMF,1.2,5576,4,6,0.663331125,0.031465913
LastFM,Gender,FairNMF,1.4,5576,4,6,0.657399972,0.030926997
LastFM,Gender,FairNMF,1.5,5576,4,6,0.580782011,0.040327806
LastFM,Gender,FairNMF,1.6,5576,4,6,0.621222457,0.037633791
LastFM,Gender,FairNMF,1.8,5576,4,6,0.622311013,0.033204403
LastFM,Gender,FairNMF,2,5576,4,6,0.659522637,0.030828912
LastFM,Gender,FairNMF,2.5,5576,4,6,0.569870191,0.042045879
LastFM,Gender,FairNMF,3,5576,4,6,0.608348702,0.038965674
LastFM,Gender,FairNMF,3.5,5576,4,6,0.597978355,0.037107627
LastFM,Gender,FairNMF,4,5576,4,6,0.61182271,0.041121212
LastFM,Gender,FairNMF,4.5,5576,4,6,0.568945451,0.045353521
LastFM,Gender,FairNMF,5,5576,4,6,0.644101982,0.037098483
LastFM,Gender,FairNMF,6,5576,4,6,0.598999437,0.03727994
LastFM,Gender,FairNMF,7,5576,4,6,0.559933393,0.044823014
LastFM,Gender,FairNMF,8,5576,4,6,0.63663653,0.038567074
LastFM,Gender,FairNMF,9,5576,4,6,0.592102065,0.040259062
LastFM,Gender,FairNMF,10,5576,4,6,0.592188137,0.039059846
LastFM,Gender,FairNMF,15,5576,4,6,0.629990704,0.041385938
LastFM,Gender,FairNMF,20,5576,4,6,0.590032845,0.048790382
LastFM,Gender,FairNMF,25,5576,4,6,0.625382182,0.043226721
LastFM,Gender,FairNMF,30,5576,4,6,0.623594764,0.044343468
LastFM,Gender,FairNMF,35,5576,4,6,0.620820816,0.045346457
LastFM,Gender,FairNMF,40,5576,4,6,0.618948905,0.046007512
LastFM,Gender,FairNMF,45,5576,4,6,0.573698743,0.066149481
LastFM,Gender,FairNMF,50,5576,4,6,0.614969562,0.046961657
LastFM,Gender,FairNMF,60,5576,4,6,0.564395694,0.055544041
LastFM,Gender,FairNMF,70,5576,4,6,0.604338598,0.046186319
LastFM,Gender,FairNMF,80,5576,4,6,0.603167316,0.054147111
LastFM,Gender,FairNMF,90,5576,4,6,0.593035503,0.08770146
LastFM,Gender,FairNMF,100,5576,4,6,0.590916419,0.060962137
LastFM,Gender,FairNMF,0,5576,5,6,0.686072209,0.019538445
LastFM,Gender,FairNMF,0.001,5576,5,6,0.625053943,0.021957052
LastFM,Gender,FairNMF,0.005,5576,5,6,0.660355734,0.02135807
LastFM,Gender,FairNMF,0.0075,5576,5,6,0.696139388,0.021168716
LastFM,Gender,FairNMF,0.01,5576,5,6,0.680960532,0.020342946
LastFM,Gender,FairNMF,0.025,5576,5,6,0.657043594,0.02283338
LastFM,Gender,FairNMF,0.05,5576,5,6,0.669014245,0.025851743
LastFM,Gender,FairNMF,0.075,5576,5,6,0.662244651,0.023172046
LastFM,Gender,FairNMF,0.1,5576,5,6,0.667972463,0.02490627
LastFM,Gender,FairNMF,0.2,5576,5,6,0.650099886,0.024179898
LastFM,Gender,FairNMF,0.4,5576,5,6,0.663631716,0.030513291
LastFM,Gender,FairNMF,0.5,5576,5,6,0.650126388,0.033947065
LastFM,Gender,FairNMF,0.6,5576,5,6,0.675124431,0.031906696
LastFM,Gender,FairNMF,0.8,5576,5,6,0.657656776,0.026612425
LastFM,Gender,FairNMF,1,5576,5,6,0.662103029,0.031310491
LastFM,Gender,FairNMF,1.2,5576,5,6,0.658289908,0.036989128
LastFM,Gender,FairNMF,1.4,5576,5,6,0.638269944,0.035088982
LastFM,Gender,FairNMF,1.5,5576,5,6,0.655743275,0.029644513
LastFM,Gender,FairNMF,1.6,5576,5,6,0.643624167,0.02556675
LastFM,Gender,FairNMF,1.8,5576,5,6,0.65433477,0.03587756
LastFM,Gender,FairNMF,2,5576,5,6,0.63766774,0.029425861
LastFM,Gender,FairNMF,2.5,5576,5,6,0.63018344,0.032177533
LastFM,Gender,FairNMF,3,5576,5,6,0.640709892,0.037191387
LastFM,Gender,FairNMF,3.5,5576,5,6,0.632282277,0.040439696
LastFM,Gender,FairNMF,4,5576,5,6,0.632086163,0.029733488
LastFM,Gender,FairNMF,4.5,5576,5,6,0.623910953,0.033993325
LastFM,Gender,FairNMF,5,5576,5,6,0.637590813,0.037183032
LastFM,Gender,FairNMF,6,5576,5,6,0.645306774,0.051607722
LastFM,Gender,FairNMF,7,5576,5,6,0.634745518,0.043050374
LastFM,Gender,FairNMF,8,5576,5,6,0.630037234,0.02908476
LastFM,Gender,FairNMF,9,5576,5,6,0.627984642,0.031204119
LastFM,Gender,FairNMF,10,5576,5,6,0.627454641,0.041905408
LastFM,Gender,FairNMF,15,5576,5,6,0.607548169,0.034128577
LastFM,Gender,FairNMF,20,5576,5,6,0.644209123,0.052776847
LastFM,Gender,FairNMF,25,5576,5,6,0.609451902,0.039503639
LastFM,Gender,FairNMF,30,5576,5,6,0.623779228,0.052865108
LastFM,Gender,FairNMF,35,5576,5,6,0.593843773,0.034847171
LastFM,Gender,FairNMF,40,5576,5,6,0.619649395,0.057824754
LastFM,Gender,FairNMF,45,5576,5,6,0.605958181,0.041794283
LastFM,Gender,FairNMF,50,5576,5,6,0.623480704,0.037201772
LastFM,Gender,FairNMF,60,5576,5,6,0.600521118,0.066548302
LastFM,Gender,FairNMF,70,5576,5,6,0.552093699,0.060507519
LastFM,Gender,FairNMF,80,5576,5,6,0.54817183,0.060587364
LastFM,Gender,FairNMF,90,5576,5,6,0.322913477,0.133438734
LastFM,Gender,FairNMF,100,5576,5,6,0.252785566,0.131808587
LastFM,Gender,FairNMF,0,5576,6,6,0.664969469,0.017022767
LastFM,Gender,FairNMF,0.001,5576,6,6,0.67549284,0.014596988
LastFM,Gender,FairNMF,0.005,5576,6,6,0.662212984,0.017368508
LastFM,Gender,FairNMF,0.0075,5576,6,6,0.689876842,0.014065697
LastFM,Gender,FairNMF,0.01,5576,6,6,0.66210929,0.016640123
LastFM,Gender,FairNMF,0.025,5576,6,6,0.669646,0.0196478
LastFM,Gender,FairNMF,0.05,5576,6,6,0.675245514,0.025183463
LastFM,Gender,FairNMF,0.075,5576,6,6,0.669033782,0.022634604
LastFM,Gender,FairNMF,0.1,5576,6,6,0.661526302,0.023004653
LastFM,Gender,FairNMF,0.2,5576,6,6,0.665646406,0.017597973
LastFM,Gender,FairNMF,0.4,5576,6,6,0.656682839,0.024781363
LastFM,Gender,FairNMF,0.5,5576,6,6,0.651594185,0.020224936
LastFM,Gender,FairNMF,0.6,5576,6,6,0.668140662,0.026962528
LastFM,Gender,FairNMF,0.8,5576,6,6,0.646447599,0.030422599
LastFM,Gender,FairNMF,1,5576,6,6,0.646708611,0.019720397
LastFM,Gender,FairNMF,1.2,5576,6,6,0.665583101,0.025417909
LastFM,Gender,FairNMF,1.4,5576,6,6,0.647419469,0.02943702
LastFM,Gender,FairNMF,1.5,5576,6,6,0.649183957,0.026970481
LastFM,Gender,FairNMF,1.6,5576,6,6,0.632880594,0.027929591
LastFM,Gender,FairNMF,1.8,5576,6,6,0.650390975,0.02795179
LastFM,Gender,FairNMF,2,5576,6,6,0.632677762,0.031990565
LastFM,Gender,FairNMF,2.5,5576,6,6,0.642398476,0.02921762
LastFM,Gender,FairNMF,3,5576,6,6,0.67023791,0.031080344
LastFM,Gender,FairNMF,3.5,5576,6,6,0.636748633,0.029452002
LastFM,Gender,FairNMF,4,5576,6,6,0.628541302,0.027519659
LastFM,Gender,FairNMF,4.5,5576,6,6,0.632684434,0.038471199
LastFM,Gender,FairNMF,5,5576,6,6,0.621561908,0.033613955
LastFM,Gender,FairNMF,6,5576,6,6,0.616755318,0.039073978
LastFM,Gender,FairNMF,7,5576,6,6,0.65754733,0.040081112
LastFM,Gender,FairNMF,8,5576,6,6,0.637926979,0.040555558
LastFM,Gender,FairNMF,9,5576,6,6,0.631815452,0.039818268
LastFM,Gender,FairNMF,10,5576,6,6,0.614792602,0.030362179
LastFM,Gender,FairNMF,15,5576,6,6,0.631912955,0.050996025
LastFM,Gender,FairNMF,20,5576,6,6,0.623694823,0.046338815
LastFM,Gender,FairNMF,25,5576,6,6,0.637248611,0.036489152
LastFM,Gender,FairNMF,30,5576,6,6,0.640499059,0.048264916
LastFM,Gender,FairNMF,35,5576,6,6,0.604946944,0.041013709
LastFM,Gender,FairNMF,40,5576,6,6,0.629722657,0.041570798
LastFM,Gender,FairNMF,45,5576,6,6,0.623962725,0.052559334
LastFM,Gender,FairNMF,50,5576,6,6,0.650953576,0.052432166
LastFM,Gender,FairNMF,60,5576,6,6,0.554385163,0.053359347
LastFM,Gender,FairNMF,70,5576,6,6,0.545231806,0.045827278
LastFM,Gender,FairNMF,80,5576,6,6,0.386574098,0.050439231
LastFM,Gender,FairNMF,90,5576,6,6,0.124804576,0.237352948
LastFM,Gender,FairNMF,100,5576,6,6,0.115652503,0.230918475
LastFM,Gender,FairNMF,0,5576,7,6,0.646616884,0.016676902
LastFM,Gender,FairNMF,0.001,5576,7,6,0.663734972,0.014035358
LastFM,Gender,FairNMF,0.005,5576,7,6,0.646619937,0.017075821
LastFM,Gender,FairNMF,0.0075,5576,7,6,0.672925147,0.015659584
LastFM,Gender,FairNMF,0.01,5576,7,6,0.667576879,0.013982815
LastFM,Gender,FairNMF,0.025,5576,7,6,0.671091549,0.017359755
LastFM,Gender,FairNMF,0.05,5576,7,6,0.654656403,0.017705301
LastFM,Gender,FairNMF,0.075,5576,7,6,0.674308352,0.017672988
LastFM,Gender,FairNMF,0.1,5576,7,6,0.658524523,0.017919713
LastFM,Gender,FairNMF,0.2,5576,7,6,0.654834284,0.026699186
LastFM,Gender,FairNMF,0.4,5576,7,6,0.663413864,0.023552991
LastFM,Gender,FairNMF,0.5,5576,7,6,0.63894846,0.022787336
LastFM,Gender,FairNMF,0.6,5576,7,6,0.648697088,0.026105418
LastFM,Gender,FairNMF,0.8,5576,7,6,0.650671223,0.028524737
LastFM,Gender,FairNMF,1,5576,7,6,0.64101041,0.028848284
LastFM,Gender,FairNMF,1.2,5576,7,6,0.649523857,0.027436548
LastFM,Gender,FairNMF,1.4,5576,7,6,0.643442727,0.018503589
LastFM,Gender,FairNMF,1.5,5576,7,6,0.652759096,0.032794531
LastFM,Gender,FairNMF,1.6,5576,7,6,0.649028148,0.024880864
LastFM,Gender,FairNMF,1.8,5576,7,6,0.644209911,0.023199803
LastFM,Gender,FairNMF,2,5576,7,6,0.630642111,0.030364258
LastFM,Gender,FairNMF,2.5,5576,7,6,0.636934693,0.032985426
LastFM,Gender,FairNMF,3,5576,7,6,0.631459116,0.028397599
LastFM,Gender,FairNMF,3.5,5576,7,6,0.637124981,0.038236737
LastFM,Gender,FairNMF,4,5576,7,6,0.642028876,0.040481512
LastFM,Gender,FairNMF,4.5,5576,7,6,0.630810306,0.034036408
LastFM,Gender,FairNMF,5,5576,7,6,0.629347948,0.026148123
LastFM,Gender,FairNMF,6,5576,7,6,0.610622101,0.035793021
LastFM,Gender,FairNMF,7,5576,7,6,0.609052725,0.028044271
LastFM,Gender,FairNMF,8,5576,7,6,0.639494109,0.039662605
LastFM,Gender,FairNMF,9,5576,7,6,0.629395807,0.043530213
LastFM,Gender,FairNMF,10,5576,7,6,0.626203581,0.029966315
LastFM,Gender,FairNMF,15,5576,7,6,0.631247655,0.030518282
LastFM,Gender,FairNMF,20,5576,7,6,0.626116242,0.04571817
LastFM,Gender,FairNMF,25,5576,7,6,0.625835184,0.044767867
LastFM,Gender,FairNMF,30,5576,7,6,0.635736862,0.042829265
LastFM,Gender,FairNMF,35,5576,7,6,0.622830314,0.053680741
LastFM,Gender,FairNMF,40,5576,7,6,0.607068985,0.04404145
LastFM,Gender,FairNMF,45,5576,7,6,0.586480262,0.036848997
LastFM,Gender,FairNMF,50,5576,7,6,0.562582176,0.046959972
LastFM,Gender,FairNMF,60,5576,7,6,0.522210318,0.049504008
LastFM,Gender,FairNMF,70,5576,7,6,0.073818762,0.245757017
LastFM,Gender,FairNMF,80,5576,7,6,0.065217173,0.254073623
LastFM,Gender,FairNMF,90,5576,7,6,0.263052474,0.081269126
LastFM,Gender,FairNMF,100,5576,7,6,0.083830127,0.254989608
LastFM,Gender,FairNMF,0,5576,8,6,0.657578866,0.016748356
LastFM,Gender,FairNMF,0.001,5576,8,6,0.655100933,0.013894841
LastFM,Gender,FairNMF,0.005,5576,8,6,0.656932847,0.015514222
LastFM,Gender,FairNMF,0.0075,5576,8,6,0.654358656,0.014736144
LastFM,Gender,FairNMF,0.01,5576,8,6,0.658187016,0.015303065
LastFM,Gender,FairNMF,0.025,5576,8,6,0.659122269,0.015484682
LastFM,Gender,FairNMF,0.05,5576,8,6,0.654460157,0.017761715
LastFM,Gender,FairNMF,0.075,5576,8,6,0.649899424,0.018353478
LastFM,Gender,FairNMF,0.1,5576,8,6,0.675660497,0.017487115
LastFM,Gender,FairNMF,0.2,5576,8,6,0.644539219,0.01904549
LastFM,Gender,FairNMF,0.4,5576,8,6,0.648145811,0.020650759
LastFM,Gender,FairNMF,0.5,5576,8,6,0.658090239,0.018976409
LastFM,Gender,FairNMF,0.6,5576,8,6,0.641503139,0.021832949
LastFM,Gender,FairNMF,0.8,5576,8,6,0.64333947,0.017999562
LastFM,Gender,FairNMF,1,5576,8,6,0.650976619,0.021499622
LastFM,Gender,FairNMF,1.2,5576,8,6,0.633713076,0.023270333
LastFM,Gender,FairNMF,1.4,5576,8,6,0.649095398,0.02122991
